index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
3717,60,unemployed,unknown,basic.9y,yes,yes,unknown,cellular,nov,fri,4369,39,10,0,nonexistent,-0.10415913336583094,92.73690213605467,-50.71933960061988,0.9177460444861208,5099.1
3718,79,retired,single,illiterate,yes,no,yes,cellular,nov,thu,501,13,9,1,failure,-0.20388950117662663,93.7715471544475,-39.214012546207336,2.4276890718750574,5195.8
3719,49,student,unknown,basic.4y,unknown,yes,yes,telephone,aug,mon,3075,22,1,2,failure,-0.809181131940278,93.00960927631866,-32.1816393909469,4.196337615438046,5076.2
3720,73,admin.,single,basic.4y,yes,unknown,yes,cellular,jul,fri,2343,2,15,0,failure,-0.39487944251411333,92.71867726642866,-37.90435882281412,1.7143507980432826,5023.5
3721,78,retired,single,basic.4y,yes,no,no,cellular,may,mon,1878,29,27,6,failure,-0.7432689993977615,93.93777289023357,-50.74921956725249,3.4188740310966352,5195.8
3722,74,services,divorced,professional.course,yes,unknown,no,telephone,apr,fri,3362,30,23,1,nonexistent,-1.772542393766342,93.7590401894069,-45.2261456085284,2.4029818942484416,5195.8
3723,24,admin.,unknown,basic.6y,no,yes,no,cellular,nov,tue,3716,45,7,3,success,1.256615409934859,92.5615796217506,-42.864170939354366,3.6377622301012527,5023.5
3724,38,unemployed,divorced,illiterate,unknown,unknown,unknown,cellular,nov,fri,4494,41,23,1,failure,-2.2321980901519227,92.38880141399444,-34.623803606645865,1.6715279913039995,4991.6
3725,21,retired,unknown,university.degree,unknown,unknown,no,cellular,jul,mon,3615,30,1,5,failure,-2.220912065633539,93.7434070049212,-35.91209669519661,2.93350747191064,4991.6
3726,21,unemployed,divorced,basic.9y,no,no,yes,telephone,aug,tue,1720,49,20,5,success,-0.5117256003443087,93.01000194977445,-27.907644224327573,2.472195886189465,5176.3
3727,53,admin.,single,basic.9y,unknown,no,unknown,cellular,jul,mon,586,25,3,5,success,1.1429858186516468,94.11250057863273,-48.10235329800925,2.0452652783215286,5228.1
3728,60,blue-collar,unknown,basic.6y,yes,unknown,yes,telephone,may,mon,4275,42,19,5,nonexistent,-2.9186291465527403,93.013080172504,-30.595119422609294,4.26556766899413,5099.1
3729,70,housemaid,unknown,basic.6y,unknown,unknown,yes,cellular,may,fri,2296,48,17,5,success,1.1195694112202186,94.55090810003517,-30.355763445084733,3.578555568649959,5228.1
3730,20,services,married,basic.9y,no,no,no,telephone,may,mon,3366,47,11,2,success,-2.135571378125474,94.21088416036703,-45.42810511365948,4.093128715678734,5076.2
3731,22,entrepreneur,married,professional.course,unknown,yes,yes,cellular,may,mon,4938,25,8,1,success,0.32493213238355256,93.83096942350333,-44.123054926046386,3.223637556426675,5176.3
3732,27,self-employed,married,basic.9y,unknown,unknown,yes,cellular,nov,fri,3026,41,22,1,failure,-2.9098772560749575,94.60775150342762,-36.018585090165004,3.4359309083096705,5099.1
3733,55,technician,married,basic.4y,yes,yes,yes,telephone,apr,thu,358,12,15,2,nonexistent,1.0498409009351968,92.2154309144714,-37.998837126622334,1.5276194859096388,5099.1
3734,18,services,unknown,basic.9y,yes,yes,no,cellular,sep,fri,603,19,4,4,success,-1.313893532515611,94.62181836458804,-43.98942610711332,4.758845773429437,5008.7
3735,61,management,divorced,high.school,no,unknown,no,cellular,mar,mon,1834,38,4,0,success,1.2358343898714996,93.97583723283398,-45.17905717423337,4.701706675557755,5176.3
3736,68,technician,married,basic.6y,no,no,no,cellular,jul,thu,3812,8,19,3,failure,0.6418401371743161,93.59144991947608,-31.779184251273087,1.8605323598784476,4963.6
3737,23,unemployed,divorced,illiterate,no,no,unknown,cellular,nov,thu,3728,26,27,4,failure,0.0747208753217743,94.6682904505803,-42.99246014868999,0.9524618801320712,5023.5
3738,72,housemaid,unknown,high.school,yes,no,unknown,cellular,oct,fri,916,4,23,3,nonexistent,-0.41190932709108274,94.49142724496275,-30.575414758469286,4.849346052429967,5008.7
3739,58,student,single,university.degree,no,yes,yes,cellular,nov,wed,4686,36,10,5,nonexistent,1.24535705482791,93.30717282089905,-29.98625951942298,4.097149617382425,5099.1
3740,25,housemaid,single,high.school,yes,yes,no,cellular,mar,fri,529,31,0,1,success,-1.5228149983690187,92.2115729657604,-29.982484243477504,4.779645205012972,4963.6
3741,67,student,married,professional.course,unknown,yes,unknown,cellular,nov,tue,3101,45,11,2,failure,0.2128396760486546,92.47695908474348,-44.8054662702332,4.051348180580912,4991.6
3742,31,blue-collar,single,basic.6y,yes,yes,no,telephone,jun,mon,460,30,13,0,nonexistent,-2.346391137605928,93.14236723632425,-31.816191892523175,3.680906102737047,5191.0
3743,29,student,unknown,basic.9y,yes,yes,unknown,telephone,sep,thu,4960,42,8,6,failure,-2.0599768523853523,93.54346180763615,-47.49512584990913,2.705797892269524,5008.7
3744,69,services,single,high.school,no,unknown,no,telephone,aug,tue,3557,21,20,3,success,-3.1026228165896725,94.04965794683763,-45.292686132345835,2.499554888173102,5191.0
3745,48,student,unknown,high.school,no,no,unknown,telephone,jul,thu,2154,8,12,6,success,-0.11363530096840435,94.10431793188296,-31.785191360393554,1.7150788857699535,5076.2
3746,60,retired,single,university.degree,unknown,yes,no,cellular,apr,thu,4254,49,7,3,failure,-0.5370266760397091,93.43031713898716,-27.96684806541248,3.332837129560704,4991.6
3747,57,housemaid,single,high.school,unknown,yes,yes,cellular,nov,fri,4752,23,4,6,success,-1.7420605253132795,94.74842632028452,-48.08194756046127,1.357259342423023,5017.5
3748,33,entrepreneur,unknown,illiterate,yes,no,unknown,telephone,nov,mon,3534,32,23,0,nonexistent,-2.9063634219408274,93.4938556560207,-29.87011784280407,4.444588417991458,5228.1
3749,27,services,married,professional.course,yes,yes,no,telephone,oct,thu,792,6,10,5,success,-0.481633458460319,92.55654396797595,-41.075138461643455,1.965504992285661,5008.7
3750,40,admin.,single,basic.4y,yes,no,no,cellular,dec,tue,2056,6,7,0,failure,-3.398107195034141,94.23226260224335,-29.987924315965163,4.278332113612986,4963.6
3751,52,management,single,basic.4y,yes,no,unknown,telephone,sep,wed,2030,35,20,4,success,0.9510313984936745,94.18342993126458,-50.34007513537231,4.21917989475712,5191.0
3752,66,unemployed,single,basic.4y,no,yes,yes,telephone,nov,mon,42,2,14,4,failure,-0.05960148116927666,94.37304900760499,-29.8798920228545,2.78366949702416,5228.1
3753,52,admin.,divorced,university.degree,yes,no,no,cellular,may,thu,828,40,18,0,nonexistent,-0.1942476501895305,94.07845559925244,-36.65769796149004,3.9627476800398456,5076.2
3754,33,entrepreneur,unknown,basic.4y,no,unknown,yes,telephone,sep,fri,3991,11,24,0,nonexistent,-2.7945096188573997,94.37837915767085,-27.91589304533629,0.6741875646637301,5099.1
3755,55,technician,divorced,basic.9y,no,no,unknown,cellular,aug,mon,661,44,21,6,failure,-0.03674449959475101,93.03139651088581,-44.733789747272375,4.706559411113477,5176.3
3756,74,blue-collar,unknown,university.degree,unknown,no,unknown,cellular,oct,fri,3152,8,26,1,failure,-1.3594673367354217,92.79913063814426,-35.64328073566545,4.716982280215093,5023.5
3757,44,student,divorced,professional.course,unknown,yes,unknown,cellular,mar,thu,1333,14,7,6,success,-1.4625111312214196,92.55437195851493,-35.85134887681238,3.3675061671987314,5228.1
3758,50,management,unknown,basic.9y,no,no,yes,telephone,nov,tue,4592,37,24,3,nonexistent,-2.192091316893304,93.18341648216403,-40.98847018399756,1.360991674002689,5076.2
3759,56,self-employed,married,illiterate,yes,unknown,no,telephone,apr,tue,4409,25,26,2,success,-1.2591184459185394,94.26613255898741,-47.960595350579744,3.0184917968975697,5023.5
3760,52,student,unknown,high.school,yes,unknown,unknown,telephone,may,fri,4378,4,10,6,nonexistent,-2.2567625651933367,94.73232999860895,-44.22882108904998,0.6384023624716153,5008.7
3761,34,retired,unknown,basic.6y,yes,yes,no,telephone,jul,tue,3251,17,26,5,nonexistent,0.35845568719131604,93.03486015881987,-44.48331661220447,2.9048094047057638,5017.5
3762,36,self-employed,single,illiterate,no,yes,unknown,telephone,aug,fri,4563,3,9,3,failure,-2.860345917118584,94.5023647653169,-34.404055382829604,0.8427872249658988,4963.6
3763,74,management,single,basic.9y,yes,unknown,no,cellular,may,thu,1506,27,6,5,nonexistent,-1.1529340269770003,94.67074614735014,-37.89618990247844,2.7403108652904704,5228.1
3764,23,self-employed,single,illiterate,yes,unknown,no,cellular,mar,fri,2661,30,23,6,nonexistent,-0.25485225026488134,92.29554569919969,-41.42984378280646,3.1612154869994065,4991.6
3765,24,management,unknown,basic.6y,unknown,unknown,no,telephone,apr,tue,87,46,10,1,failure,-0.9792014361872146,92.42146738136852,-33.251495389577215,1.3139495055585608,4991.6
3766,75,self-employed,single,university.degree,no,yes,unknown,telephone,dec,tue,397,10,20,0,failure,0.37527527937051985,92.38009390215043,-29.75179094462557,2.785217168536924,5195.8
3767,75,student,married,professional.course,yes,yes,no,cellular,nov,tue,2085,30,12,0,success,-0.9065644951320411,93.15133279398307,-35.5535959427675,4.707140117246388,5023.5
3768,67,housemaid,unknown,illiterate,no,no,yes,cellular,oct,tue,2362,23,15,6,nonexistent,1.1766377516923305,93.4065817411897,-45.57714437837334,3.7253981354698333,4991.6
3769,34,entrepreneur,single,basic.9y,yes,no,unknown,telephone,aug,thu,498,26,8,6,failure,-2.6926514183958257,93.98839679294007,-43.024134008721916,3.9942874974694624,5023.5
3770,62,services,unknown,high.school,yes,unknown,unknown,telephone,jun,thu,2052,10,15,1,success,-2.799950775343246,93.68023028827358,-40.68968176527436,2.3731035190758036,4963.6
3771,70,student,divorced,high.school,no,unknown,unknown,telephone,dec,mon,4711,44,20,1,success,1.1180921370016725,92.54164298493133,-39.582487924397356,3.237093360524225,5017.5
3772,31,blue-collar,unknown,basic.6y,unknown,unknown,yes,cellular,aug,tue,4214,14,26,2,nonexistent,1.2052380465115964,93.53661685838296,-45.96685615484645,0.7012500492662442,5195.8
3773,17,housemaid,divorced,basic.4y,unknown,no,yes,telephone,aug,wed,2631,42,12,2,success,-1.6549350243923149,92.65383352717255,-27.874957413105058,2.51425968051993,5099.1
3774,65,unemployed,unknown,high.school,unknown,no,no,cellular,nov,thu,2946,12,7,1,failure,1.253940059713297,93.80904285127856,-27.020444072845617,2.058407790323334,5195.8
3775,76,retired,divorced,university.degree,unknown,yes,no,telephone,aug,fri,3631,41,8,1,nonexistent,-2.313099834972901,93.55767718256624,-39.31019589868558,1.908389081376301,5228.1
3776,35,self-employed,married,university.degree,yes,unknown,no,cellular,apr,thu,4756,34,16,4,nonexistent,-2.095278574456035,93.0852786751417,-33.28111587524464,2.8408034261113415,5195.8
3777,35,blue-collar,single,illiterate,yes,no,yes,cellular,dec,fri,3785,13,1,6,failure,-1.1319017306987949,94.72199082568454,-47.61008301835174,0.6480825888067245,5228.1
3778,22,admin.,single,basic.9y,yes,unknown,no,cellular,aug,thu,2395,29,12,5,success,0.5169330560920145,93.62588297405554,-28.4338574898607,1.3874356421454568,5176.3
3779,46,retired,divorced,high.school,no,no,unknown,telephone,mar,wed,2867,43,4,3,success,-1.3717773915610811,94.39818384523907,-31.19371812144849,1.728861758341048,5191.0
3780,46,services,unknown,professional.course,unknown,unknown,yes,cellular,may,fri,136,32,23,4,failure,-1.3422791535656913,92.64990412146437,-36.73882086116709,0.9226858362478868,5023.5
3781,70,blue-collar,single,basic.4y,no,unknown,yes,telephone,sep,fri,524,1,22,5,success,-0.9115534559404534,94.53701900813901,-48.783309769160525,0.997671843364965,5191.0
3782,48,self-employed,married,professional.course,unknown,unknown,yes,telephone,aug,tue,41,19,15,6,success,-1.0709175928725028,94.28817699945115,-43.100124492943195,0.8069421776860289,5017.5
3783,38,services,unknown,professional.course,yes,unknown,yes,telephone,nov,mon,2965,5,13,1,failure,-0.06748315323479392,94.07111926575477,-38.858042794099916,0.979618729619314,5228.1
3784,62,technician,divorced,high.school,unknown,no,unknown,cellular,may,tue,3735,39,20,2,success,-0.4560078312233986,93.40918643964007,-29.91350134636232,3.5485561873866276,5099.1
3785,19,admin.,divorced,professional.course,unknown,unknown,no,cellular,apr,fri,486,44,13,2,failure,-2.899493526081587,94.40328590383112,-27.258978781498175,4.148775723128798,5228.1
3786,28,entrepreneur,single,illiterate,no,yes,no,telephone,jun,mon,384,40,3,6,success,-0.017019863081985775,93.21076689651724,-29.907358051058996,4.521305100546906,5023.5
3787,77,retired,divorced,basic.9y,yes,yes,no,cellular,jun,wed,2517,5,21,2,failure,-3.195473994201513,94.31510928692452,-37.067548080687445,4.070771449706086,5099.1
3788,56,retired,single,basic.9y,yes,unknown,yes,telephone,nov,tue,151,6,8,2,success,-0.31844076341416416,93.1370004304134,-30.118505778174793,3.674746294914358,5023.5
3789,61,self-employed,divorced,basic.6y,yes,unknown,yes,telephone,oct,tue,2105,48,14,1,nonexistent,-2.6146803206181746,92.46110387412669,-46.77396494034333,2.143341416271345,5076.2
3790,75,admin.,single,university.degree,yes,unknown,yes,telephone,mar,wed,3229,41,25,0,failure,-0.035294434391766494,92.92608739306466,-36.942171780318766,2.989165177006986,5017.5
3791,31,services,divorced,high.school,no,no,yes,telephone,aug,wed,4917,42,20,1,failure,-3.1932038989691134,93.29212017097213,-30.962144216817233,3.9564135318311995,4963.6
3792,26,housemaid,married,basic.4y,yes,unknown,no,telephone,jul,thu,4579,30,14,1,failure,-1.9381676619235206,93.95974691090227,-47.272507412635115,4.061002783423076,5176.3
3793,76,unemployed,single,basic.4y,yes,no,no,cellular,sep,mon,4912,27,19,0,nonexistent,0.9012552237023663,93.96955567774005,-48.33492299662496,1.0985117592157387,5099.1
3794,70,unemployed,divorced,basic.4y,no,yes,unknown,cellular,dec,thu,4879,45,11,2,failure,0.4517851585631223,92.72916996856398,-26.983453439697485,4.934516531060423,5191.0
3795,47,admin.,divorced,university.degree,yes,no,no,telephone,sep,mon,68,32,15,0,success,-2.0137687594931934,94.72081011279258,-48.496849709884685,4.581046509563345,5076.2
3796,66,student,single,high.school,unknown,no,unknown,cellular,dec,tue,1557,24,8,3,success,-0.07255718365826613,94.12155959451596,-33.742554375699896,4.113372107460141,5023.5
3797,68,admin.,married,basic.4y,unknown,no,no,cellular,jun,thu,3146,24,17,1,success,-0.4417079537173585,93.96691384459835,-31.572666819107923,4.836707112142774,4991.6
3798,29,entrepreneur,married,professional.course,unknown,unknown,unknown,telephone,sep,fri,3056,3,12,0,nonexistent,-0.33953154022445364,93.13629897667434,-29.573552318337278,1.2487930966034506,5017.5
3799,45,services,unknown,university.degree,no,no,no,telephone,nov,mon,4066,2,21,4,failure,0.7175389964252461,92.43250301472013,-34.35955037920481,1.6235946720082821,5195.8
3800,24,self-employed,married,illiterate,yes,yes,yes,cellular,dec,tue,3735,3,16,1,success,-2.705799840731909,92.78903101015005,-45.278780204836906,2.4913470823457393,5023.5
3801,67,housemaid,married,professional.course,unknown,unknown,yes,cellular,jun,mon,68,47,11,6,failure,-2.6342531022373716,94.21473631372541,-41.53242205855304,0.8022204108805995,5017.5
3802,17,admin.,unknown,basic.9y,no,yes,unknown,cellular,sep,wed,3201,5,11,6,nonexistent,-2.612503787132807,94.61329624826321,-42.06148129994868,4.828002638992871,5023.5
3803,24,technician,unknown,basic.9y,no,no,yes,cellular,mar,wed,2217,18,9,4,nonexistent,-1.5460552391176683,93.05726749327249,-44.80675685547966,4.740068073411832,5017.5
3804,32,retired,single,university.degree,unknown,no,unknown,telephone,may,fri,1108,43,12,1,failure,-1.4229750337806004,93.99154490101802,-26.955455130342077,2.6842022744105876,5023.5
3805,48,blue-collar,married,basic.9y,no,unknown,unknown,telephone,aug,mon,3816,34,18,2,failure,-1.9929807219761226,94.32916885065,-49.89813162785771,2.5585045606863437,5017.5
3806,41,retired,divorced,illiterate,yes,unknown,no,cellular,dec,thu,3949,25,6,2,failure,1.0587727304709253,93.0109848263447,-30.160379941525484,4.528047337112415,4991.6
3807,22,admin.,unknown,high.school,unknown,yes,yes,telephone,apr,mon,211,15,17,3,failure,0.2020176749817968,92.70428779963713,-43.5056947984571,3.6139375918547443,5017.5
3808,66,blue-collar,unknown,professional.course,unknown,no,yes,cellular,nov,thu,3040,46,19,5,failure,-1.809483844749945,93.99875594345416,-40.75003355614561,3.153337520520048,5023.5
3809,71,technician,single,illiterate,unknown,no,no,cellular,jul,wed,3332,14,4,2,failure,-2.2964773846050193,94.48797613465207,-47.55099927720564,4.795409136075519,5017.5
3810,42,entrepreneur,divorced,university.degree,unknown,yes,unknown,telephone,mar,mon,4353,39,2,3,nonexistent,-0.31457976599852344,93.24172191589756,-35.873916202201016,4.333408728091585,5176.3
3811,33,unemployed,unknown,basic.6y,unknown,unknown,unknown,cellular,jun,fri,1719,44,2,4,failure,-2.936087488738664,92.6072132450717,-33.0031305354218,4.255739790841905,4963.6
3812,78,blue-collar,divorced,university.degree,unknown,unknown,no,telephone,jun,tue,2843,13,25,5,nonexistent,0.06922222975908454,93.71197490112552,-38.89761017218922,1.7293328672997053,5023.5
3813,79,entrepreneur,married,illiterate,no,yes,no,telephone,dec,mon,1292,40,19,5,nonexistent,-3.1477154042463673,94.04287372359404,-33.384416784996176,4.727538041375486,5076.2
3814,38,entrepreneur,married,basic.9y,unknown,unknown,unknown,cellular,nov,fri,202,4,23,4,failure,-0.32576389255190996,94.00641256855286,-47.89569459959557,2.568939031974056,5099.1
3815,19,entrepreneur,single,basic.4y,yes,no,unknown,cellular,dec,thu,2433,24,11,3,success,1.1460594395196728,93.1355513366586,-27.0002111124259,1.7169161591554807,4991.6
3816,25,admin.,divorced,basic.9y,no,unknown,unknown,telephone,mar,mon,414,45,21,4,failure,-2.9416358742596107,94.0346291059486,-43.863904442974,4.420012880973104,4963.6
3817,44,unemployed,married,illiterate,unknown,no,no,telephone,nov,tue,263,23,6,4,nonexistent,0.20182539826295587,93.99214307402391,-39.67516014944597,4.411009638019267,4963.6
3818,76,housemaid,married,professional.course,no,unknown,unknown,cellular,apr,tue,2642,14,26,4,success,-3.001190948551674,93.6829800761362,-38.25918370952446,1.5557364836216787,5176.3
3819,57,unemployed,divorced,basic.6y,unknown,unknown,unknown,cellular,sep,mon,4329,28,19,6,nonexistent,-0.648299478464395,94.65228704747544,-28.39205377644566,0.9605416533266988,5228.1
3820,55,services,divorced,illiterate,no,no,yes,telephone,dec,mon,1986,27,1,4,success,1.3484775865680647,92.34330996566112,-38.012034864632426,4.806469653744791,5023.5
3821,19,services,unknown,professional.course,yes,yes,yes,telephone,oct,wed,774,32,24,0,failure,0.9873289645608065,92.21285837164548,-45.675070625350706,3.9403811795884063,5099.1
3822,37,admin.,unknown,basic.6y,yes,unknown,no,cellular,sep,tue,143,33,17,2,failure,-1.478342100899583,93.6377911118387,-41.46826676292988,3.401787803993612,5228.1
3823,68,entrepreneur,unknown,illiterate,no,no,no,telephone,apr,tue,2111,49,2,1,nonexistent,-1.2434981324266983,92.8574719449405,-31.221997794935668,1.0350106464641475,5017.5
3824,73,entrepreneur,single,basic.9y,unknown,no,unknown,telephone,aug,tue,714,28,3,1,success,-1.266780432016247,94.60603200804502,-37.11597387734122,3.4689233812747733,5195.8
3825,75,management,divorced,basic.6y,yes,unknown,yes,cellular,may,wed,1929,26,20,3,nonexistent,-0.0577376748805416,93.6910385483932,-40.68545207420485,3.0455197648495007,5176.3
3826,71,retired,married,illiterate,yes,yes,no,telephone,apr,wed,620,38,13,2,nonexistent,-3.2099723203430974,94.06545748982333,-30.556947762144965,4.805614872836746,5228.1
3827,72,retired,married,basic.6y,no,no,yes,cellular,dec,mon,2191,31,12,0,failure,0.9036291983828728,94.63736629367166,-43.19223963932548,3.8204840958352504,5176.3
3828,21,management,married,high.school,unknown,no,no,telephone,may,wed,1864,15,24,5,nonexistent,0.20673385424343005,94.21229152713946,-38.913627832278195,4.012499489896329,5176.3
3829,50,services,single,basic.6y,yes,unknown,unknown,telephone,jul,wed,187,2,18,1,failure,-0.7907020390781203,94.0792334072871,-27.66647685465442,2.4387779182634497,4991.6
3830,39,technician,single,high.school,yes,unknown,no,telephone,sep,tue,2863,43,15,2,success,-2.1365849895479805,93.45821614074781,-37.799489400965406,1.6823937118591754,5195.8
3831,40,entrepreneur,divorced,illiterate,no,unknown,unknown,telephone,mar,wed,2609,36,10,6,nonexistent,-3.0549743500441844,94.51611089569602,-34.90357012887704,4.129774385636518,5195.8
3832,56,services,married,basic.9y,yes,unknown,yes,cellular,dec,wed,3379,44,9,2,success,0.1932129191865899,93.53555449145091,-40.95352610454143,3.9982480313432895,5228.1
3833,25,services,single,high.school,no,no,unknown,telephone,sep,wed,2389,14,26,6,nonexistent,-1.8208247239229758,92.26904867720867,-31.875304005468813,2.6573239315767516,5023.5
3834,70,entrepreneur,single,university.degree,no,no,yes,cellular,apr,wed,1892,33,3,1,failure,-2.9642048949677906,93.70325379898073,-37.93613127904811,1.8447921179410285,4963.6
3835,17,technician,married,professional.course,no,yes,yes,telephone,sep,thu,307,40,26,3,nonexistent,0.5940596405247724,93.50287133049774,-45.50953165448157,2.167682682324072,5017.5
3836,23,student,married,high.school,unknown,no,no,telephone,jun,wed,2325,9,3,1,nonexistent,-2.4597536430768447,93.60573500025004,-49.89245635625099,4.587500016584124,5023.5
3837,51,self-employed,married,high.school,unknown,yes,unknown,cellular,dec,thu,3358,49,23,2,success,-1.5442639059185361,93.74730004578575,-32.122745402438014,0.8528428402118874,5017.5
3838,25,self-employed,married,high.school,no,no,unknown,cellular,dec,thu,791,30,20,6,success,-0.6864032161144689,93.7627248343289,-44.51140056969673,4.473840271692257,5191.0
3839,50,management,married,basic.4y,unknown,no,no,cellular,oct,fri,4645,29,5,1,success,0.035680234616995765,93.85710032783642,-48.21370450659472,3.4286670399277437,5017.5
3840,63,management,divorced,basic.6y,yes,yes,no,cellular,oct,wed,1265,43,0,3,failure,1.2134120678641334,93.94330052803953,-34.55751614316094,4.519373696763409,5076.2
3841,42,services,divorced,basic.4y,unknown,no,unknown,telephone,jun,thu,2504,46,3,1,nonexistent,-2.1729621969791664,94.38129463923417,-33.69614424109693,3.7511077067319207,5191.0
3842,63,student,married,illiterate,no,no,no,telephone,jul,mon,1316,1,16,0,success,1.3759658794010945,93.96229627681667,-36.899241212830596,1.452107712250914,5099.1
3843,46,management,single,professional.course,yes,no,unknown,cellular,jul,wed,386,11,22,0,success,-1.663359565568247,93.08198222186154,-39.209262633190285,4.562664817986889,5076.2
3844,23,technician,unknown,basic.6y,yes,yes,unknown,telephone,jul,tue,1336,14,25,6,failure,-2.0077637626518223,92.2414079290288,-31.982799187475212,4.795297896209469,5191.0
3845,56,self-employed,single,high.school,unknown,yes,no,telephone,jul,wed,4791,37,2,5,nonexistent,-1.6343540089088069,93.78875913136055,-39.41963437763087,4.19456809922605,5023.5
3846,57,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,tue,4525,5,15,0,failure,-0.05215669785797816,92.70855875016844,-36.66813053840571,2.9861178792862226,5195.8
3847,37,services,unknown,illiterate,no,no,no,telephone,jul,fri,1283,17,18,0,nonexistent,0.8343040461776439,93.35903720255783,-49.5269015922257,0.8051043141323064,5191.0
3848,51,unemployed,married,basic.4y,yes,unknown,unknown,cellular,jul,wed,2542,3,26,5,failure,-1.3396221128208738,93.00716280962907,-44.24197514191122,4.528622091461657,5228.1
3849,60,self-employed,divorced,basic.9y,yes,no,no,telephone,nov,tue,1540,31,27,4,nonexistent,-1.078244830820081,92.40684179273038,-50.57206723382962,3.7471590524351517,5076.2
3850,79,housemaid,married,professional.course,no,no,unknown,telephone,jun,thu,204,32,12,4,success,-1.038977129313209,92.58026644574971,-40.16386728178934,2.0179528171570493,4991.6
3851,22,admin.,divorced,university.degree,yes,no,unknown,cellular,aug,thu,1353,4,12,0,nonexistent,1.1791396085248906,92.29812558465868,-50.66845887251493,1.0328419595568314,5076.2
3852,45,unemployed,married,high.school,unknown,yes,unknown,cellular,sep,thu,3486,33,12,4,failure,-0.6532636939543197,94.79995585218325,-33.5989326638513,0.7815258557727539,5099.1
3853,61,self-employed,single,illiterate,unknown,unknown,yes,cellular,nov,fri,2804,3,2,5,success,1.2343252714971178,92.77078205208119,-32.17032756849285,3.1149682764791473,5023.5
3854,25,unemployed,unknown,basic.6y,unknown,unknown,unknown,telephone,sep,fri,1894,37,26,4,failure,-3.001698010941787,93.98538929574265,-29.104377498375218,3.541039673976428,5008.7
3855,55,blue-collar,unknown,university.degree,no,unknown,yes,cellular,jun,thu,4163,6,3,3,success,0.392858492216706,94.5580156980111,-42.19296161039491,3.923165730080508,5228.1
3856,22,self-employed,married,professional.course,no,yes,unknown,cellular,dec,mon,66,24,12,6,nonexistent,-2.8396118097723235,94.12072698205324,-44.50164067519912,4.66641061996226,5017.5
3857,75,entrepreneur,single,professional.course,no,yes,unknown,telephone,sep,wed,4710,16,20,2,success,-2.010136161256283,94.54329376790986,-47.50032378492055,4.859836385877272,4963.6
3858,64,admin.,divorced,university.degree,yes,unknown,unknown,cellular,may,thu,3502,45,5,2,nonexistent,-2.7636278791204303,93.99946979773053,-28.8523558372613,3.843462801006666,4991.6
3859,70,housemaid,unknown,professional.course,yes,unknown,yes,telephone,aug,mon,1379,6,7,3,failure,-0.4055850398977321,92.35283479231772,-29.432451289986478,2.7272468801107714,5195.8
3860,33,entrepreneur,unknown,university.degree,unknown,yes,no,telephone,oct,mon,2801,22,24,1,success,-2.9389062615744135,93.38228975410323,-29.74347513259321,0.6878888412278839,5023.5
3861,22,admin.,married,professional.course,unknown,no,unknown,telephone,oct,mon,1408,31,13,0,nonexistent,-0.2968208600597917,94.08527073277361,-35.17408597961217,4.0985996222285745,5195.8
3862,31,student,divorced,high.school,yes,yes,unknown,cellular,mar,mon,2570,36,21,6,success,-3.027400060299911,93.93390594312467,-41.12626783924233,3.085484969658486,5191.0
3863,62,entrepreneur,married,basic.9y,yes,no,unknown,cellular,may,thu,368,37,22,5,nonexistent,-2.0481296958727606,93.51991639947863,-44.74391515894335,3.452354244569221,5191.0
3864,45,blue-collar,divorced,basic.4y,yes,no,yes,telephone,aug,fri,2049,3,16,5,failure,0.13028151600058413,94.40771242199261,-44.04565928391161,2.9480491630193932,5017.5
3865,35,entrepreneur,unknown,professional.course,no,unknown,no,telephone,apr,fri,1141,18,15,3,failure,-2.493990388212238,93.48034888337855,-43.98299215328065,2.6157374048175392,5008.7
3866,76,management,unknown,high.school,yes,no,no,telephone,oct,thu,3443,16,23,5,failure,-2.9954714567177003,94.3982646111262,-42.98942413437884,4.389443996645833,5076.2
3867,50,housemaid,married,high.school,no,yes,yes,cellular,dec,thu,1468,27,15,2,nonexistent,0.9213883048295446,93.02388230158572,-49.38357494042116,1.1139151035349912,5191.0
3868,78,admin.,unknown,professional.course,yes,no,no,telephone,apr,thu,512,13,2,2,failure,-1.4933357097081703,93.44569051679889,-41.11046667946891,3.579206988755484,5076.2
3869,72,blue-collar,single,university.degree,unknown,no,no,cellular,may,mon,17,6,19,6,nonexistent,0.1492137641736364,92.92577478088674,-44.51801717656082,1.594867613037795,5176.3
3870,31,entrepreneur,married,university.degree,yes,yes,unknown,telephone,apr,mon,776,18,11,5,success,0.27439060335496546,94.64939244479623,-46.7132723644239,2.525245225424142,4991.6
3871,30,unemployed,unknown,basic.4y,yes,unknown,no,cellular,may,fri,2958,37,9,6,failure,-2.907678985363212,94.4521442282099,-42.9832694284576,3.0851856854539648,5176.3
3872,40,admin.,unknown,basic.4y,no,yes,yes,telephone,apr,tue,1687,47,3,6,failure,-3.3341851259683866,92.22830373494838,-40.52598844318279,3.522292888319879,5099.1
3873,30,unemployed,divorced,university.degree,unknown,no,unknown,telephone,nov,wed,239,35,24,2,failure,-2.3565760088313628,92.21153423338546,-32.46604376062676,1.1116691474901286,4991.6
